video,video_n_tracks,video_mean_track_frames,video_median_track_frames,video_p90_track_frames,video_mean_duration_s,video_median_duration_s,video_mean_speed_px_s,video_median_speed_px_s,video_p90_speed_px_s,video_speed_std_px_s,video_mean_displacement_px,video_median_displacement_px,video_mean_path_length_px,video_mean_straightness,video_median_straightness,video_mean_confidence,video_mean_area_norm,video_long_track_ratio_x,video_fast_track_ratio_x,video_low_movement_track_ratio_x,video_progressive_like_ratio_x,video_long_track_ratio_y,video_fast_track_ratio_y,video_low_movement_track_ratio_y,video_progressive_like_ratio_y
19.0,1401,86.77587437544611,12.0,176.0,2.169478943611706,0.38,86.01043323699166,80.48200116693793,153.33469048878908,51.18424177923365,33.464617930522486,11.467776171140194,82.5219510616024,0.5807841812711717,0.6184069728288224,0.5434223609642883,0.0016211965839005062,0.26837972876516775,0.2983583154889365,0.23126338329764454,0.25196288365453245,0.26837972876516775,0.2983583154889365,0.23126338329764454,0.25196288365453245
2.0,487,292.38398357289526,45.0,1124.0,6.402833675564682,1.38,53.08724319967167,36.630727325176466,116.46205594638566,42.956828565734384,50.655015009378964,8.494341640632733,146.46469605652715,0.4430117199556924,0.43424744262783993,0.5163692417319706,0.001393815638833415,0.49075975359342916,0.1293634496919918,0.47638603696098564,0.08829568788501027,0.49075975359342916,0.1293634496919918,0.47638603696098564,0.08829568788501027
20.0,5974,28.067291596919986,7.0,49.0,0.9916103113491798,0.24,100.04982212722929,97.60941387976523,160.69761225365687,48.41698451255474,24.334958031889457,12.552065743180009,44.06713120377503,0.6977761329371696,0.7614077030453663,0.689253451383064,0.0009836030047084845,0.09758955473719451,0.37412119183126885,0.11968530297957818,0.3287579511215266,0.09758955473719451,0.37412119183126885,0.11968530297957818,0.3287579511215266
21.0,1128,116.41932624113475,18.0,477.30000000000075,2.530709219858156,0.44,109.18760708552743,115.62302905701054,182.49571433564006,62.71690964447724,45.960601254440675,17.998983700873282,115.55342756795312,0.5569232772656231,0.5819878371773777,0.6082102968612214,0.0011952664508240065,0.33865248226950356,0.5195035460992907,0.2047872340425532,0.3953900709219858,0.33865248226950356,0.5195035460992907,0.2047872340425532,0.3953900709219858
22.0,265,297.2641509433962,48.0,1452.6,6.318641509433962,1.3,66.1099608851493,62.45459724278426,126.23140955680532,46.82541838847454,65.16779437742322,15.050818104935514,218.96144765194396,0.5132448586697604,0.5509918793971524,0.5483896929924985,0.0013159431853576292,0.49433962264150944,0.17735849056603772,0.37358490566037733,0.14339622641509434,0.49433962264150944,0.17735849056603772,0.37358490566037733,0.14339622641509434
23.0,91,288.46153846153845,133.0,758.0,6.26989010989011,4.14,48.641061067264715,38.559134219257515,99.4902309129113,38.519411641631386,63.73947935888849,5.675688088571724,216.89647225219417,0.3722500065174652,0.304805437343449,0.5466543988635421,0.0016745702571730214,0.6153846153846154,0.054945054945054944,0.4945054945054945,0.04395604395604396,0.6153846153846154,0.054945054945054944,0.4945054945054945,0.04395604395604396
24.0,871,194.2227324913892,24.0,781.0,4.142824339839265,0.62,93.39766770827211,100.46647936964621,157.93086117319754,55.18349198430688,47.5026051640858,19.4004997893465,126.70062910845267,0.5377210962582731,0.5666339073811522,0.6020771362022856,0.0012383442317654419,0.3742824339839265,0.4431687715269805,0.24339839265212398,0.32261768082663606,0.3742824339839265,0.4431687715269805,0.24339839265212398,0.32261768082663606
25.0,9272,18.080241587575497,7.0,42.0,0.8849805867126834,0.32,73.02907692567595,63.72351810546826,128.18694330964416,41.685354027219326,23.09110406984174,10.165826694032003,35.64070911971897,0.7374253733376829,0.8094164621778313,0.7141355674335795,0.0009362361382429652,0.07959447799827438,0.14786453839516825,0.21678170836928387,0.13826574633304572,0.07959447799827438,0.14786453839516825,0.21678170836928387,0.13826574633304572
26.0,16503,10.205962552263225,5.0,21.0,0.6521202205659578,0.24,82.26916913094034,74.68808127295387,133.85857947941813,42.027312654244184,24.506363445947645,8.094099690841675,32.67689957522313,0.7983353408369434,0.8941545206329196,0.6630853413974296,0.0009272394954154852,0.02847967036296431,0.18420893170938618,0.13967157486517603,0.1782706174634915,0.02847967036296431,0.18420893170938618,0.13967157486517603,0.1782706174634915
27.0,17815,9.399943867527364,5.0,20.0,0.7872859949480775,0.32,85.39464720576281,76.95690660155037,145.74320937551641,47.17079723114074,28.183754997503776,9.045964847656892,36.880491070925935,0.7903660250983645,0.8910270930847303,0.709400710586148,0.0008659939670783967,0.02604546730283469,0.23345495369071007,0.17013752455795678,0.22318271119842828,0.02604546730283469,0.23345495369071007,0.17013752455795678,0.22318271119842828
28.0,2625,63.99504761904762,9.0,139.5999999999999,1.9796495238095237,0.32,92.10637934706665,91.97140158610338,166.55180274310675,59.83362367669486,30.306356055923,11.75828672300124,58.213464439766646,0.650646080019658,0.7247821367388307,0.6776511150082796,0.0011451110537298332,0.19352380952380951,0.3641904761904762,0.23923809523809525,0.3302857142857143,0.19352380952380951,0.3641904761904762,0.23923809523809525,0.3302857142857143
29.0,32,466.25,446.5,770.0,9.5975,9.02,38.34041838219485,19.65795336948675,94.88540703163548,37.01484715422542,21.44038840183154,2.1969656962602198,248.09801399792448,0.16740359806730645,0.05397744774543802,0.6419895002397389,0.0017525736979540172,0.84375,0.0,0.65625,0.0,0.84375,0.0,0.65625,0.0
3.0,958,179.46346555323592,33.0,683.9000000000002,3.948559498956159,0.91,60.896324750162776,56.3764557034679,116.33349481801453,42.74389729042798,31.947544853227967,12.202882909406569,101.02924924615242,0.48711099516209444,0.5000363015145554,0.5470135477110762,0.0011533024425171856,0.4488517745302714,0.12526096033402923,0.37891440501043844,0.10438413361169102,0.4488517745302714,0.12526096033402923,0.37891440501043844,0.10438413361169102
30.0,610,133.79180327868852,12.0,365.20000000000005,2.8378032786885243,0.3,112.85492411595853,102.5659990038395,206.86778852123814,71.95528279733958,34.954180708531,15.59402243134133,135.9758233538664,0.5795324389821133,0.5994543259953093,0.5438621730735611,0.0016628914598775342,0.28688524590163933,0.45737704918032784,0.20327868852459016,0.3295081967213115,0.28688524590163933,0.45737704918032784,0.20327868852459016,0.3295081967213115
31.0,19181,8.656118033470621,4.0,18.0,0.5758083520150149,0.2,55.61956134550824,46.351868211993825,95.7293006476757,31.236593132834113,13.38979342691944,4.7312757375723615,19.28522459632363,0.7676211594831833,0.874243560449792,0.5769469948060838,0.0009111888222847204,0.021323184401230384,0.049267504301131325,0.3205776549710651,0.04864188519889474,0.021323184401230384,0.049267504301131325,0.3205776549710651,0.04864188519889474
32.0,4454,38.1418949259093,13.0,94.0,1.2917242927705435,0.46,91.9785197232867,87.36707391325461,144.89051762516166,41.8883713561939,52.99514071677473,20.379497358753703,75.67542796955914,0.7535593850964969,0.8276827537177747,0.6393185125084525,0.0011847088512261955,0.19286035024696901,0.2687471935339021,0.11383026493039965,0.24719353390211046,0.19286035024696901,0.2687471935339021,0.11383026493039965,0.24719353390211046
33.0,3075,55.15577235772358,16.0,133.0,1.6762146341463413,0.6,79.56713596318761,75.02868581194514,121.86599372190922,33.22650275025021,55.76961146537451,24.3005542514682,89.19367839241862,0.7168788388262088,0.7670556892763896,0.6504744622349884,0.0010856848048746753,0.26666666666666666,0.15186991869918698,0.11154471544715447,0.13073170731707318,0.26666666666666666,0.15186991869918698,0.11154471544715447,0.13073170731707318
34.0,2008,84.95766932270917,10.0,225.5999999999999,2.345886454183267,0.36,99.42552999655585,92.7546230216119,184.41138382536485,65.48566774086862,35.836725787744776,13.670890172287315,77.7979015473039,0.6232345746761299,0.6513869810641075,0.6562272203779378,0.0011762971309186318,0.2544820717131474,0.37350597609561753,0.2250996015936255,0.3112549800796813,0.2544820717131474,0.37350597609561753,0.2250996015936255,0.3112549800796813
35.0,516,334.1821705426357,65.5,1159.0,7.299379844961241,1.87,62.906918598685486,35.24169694862469,147.81880058605802,56.1936659666269,38.52438360442975,12.005983597662182,184.82119600846045,0.3617391968527495,0.26946927219131545,0.5973675203594672,0.0027063886387093156,0.5251937984496124,0.1996124031007752,0.4728682170542636,0.10271317829457365,0.5251937984496124,0.1996124031007752,0.4728682170542636,0.10271317829457365
36.0,483,354.7080745341615,117.0,1387.2000000000003,7.54120082815735,2.94,41.666037510548506,21.922006682397033,91.36449868055034,34.77603306874809,50.969021809556914,7.697666551489463,175.46337014809995,0.36971300468897444,0.29293217105691705,0.5776861842945336,0.0011478172861326612,0.5962732919254659,0.037267080745341616,0.5714285714285714,0.026915113871635612,0.5962732919254659,0.037267080745341616,0.5714285714285714,0.026915113871635612
37.0,8366,20.230576141525223,6.0,44.0,0.8884221850346641,0.26,88.67182251774268,85.35325515396147,149.53609352007837,48.12135211774009,27.412171910730514,10.331794741225922,40.90715702346873,0.742686072522446,0.8202627339056342,0.6672455335683974,0.0009192628547893485,0.08749701171408081,0.2933301458283529,0.1797752808988764,0.27791059048529765,0.08749701171408081,0.2933301458283529,0.1797752808988764,0.27791059048529765
38.0,388,163.7963917525773,35.0,398.90000000000015,3.5571649484536083,0.85,90.62265563163723,94.76585762860068,144.11410745278513,48.21998096342512,59.87791572273103,19.74037077701022,168.90774724356945,0.5212786693728492,0.5375764185830754,0.5505612032608389,0.0019038454926428826,0.4484536082474227,0.36855670103092786,0.20103092783505155,0.25,0.4484536082474227,0.36855670103092786,0.20103092783505155,0.25
39.0,7629,21.924629702451174,8.0,43.0,0.8358264516974703,0.28,122.8467847371281,120.73544095951405,189.64264614388944,54.932151935526576,36.6204807984532,16.953752756278288,55.46788717080538,0.7492767911422499,0.8205575886543863,0.639802989528957,0.0011546548838241638,0.0840214969196487,0.5439769301350111,0.08821601782671386,0.49770612137894876,0.0840214969196487,0.5439769301350111,0.08821601782671386,0.49770612137894876
4.0,1110,157.42162162162163,32.5,523.2,3.734144144144144,1.03,59.09133163571438,39.203050018423426,128.48303291619183,47.77313824502633,40.121884536567606,15.661724667081124,95.112825123105,0.5343030660551091,0.5438770509136904,0.6057174250423273,0.0011297232204290821,0.43963963963963965,0.17747747747747747,0.4702702702702703,0.14594594594594595,0.43963963963963965,0.17747747747747747,0.4702702702702703,0.14594594594594595
40.0,1878,89.52502662406816,25.0,221.0,1.9980298189563366,0.61,98.09066587428669,98.86886551237593,154.016118053017,47.80481596969039,46.86888754672699,21.80383801791974,127.21506131057768,0.5617220937251229,0.5744938058067957,0.5470682592053392,0.001417137053607186,0.3615548455804047,0.4329073482428115,0.1592119275825346,0.2992545260915868,0.3615548455804047,0.4329073482428115,0.1592119275825346,0.2992545260915868
41.0,2990,49.32107023411371,15.0,95.0,1.1536321070234115,0.36,126.39235751285291,125.9732582592415,180.73164221194588,47.11406635237208,37.77570562559621,23.954891214109452,86.65344678703951,0.6335485367833955,0.6639014280150162,0.5801746892144407,0.0012456740798670845,0.18896321070234115,0.651505016722408,0.06321070234113713,0.4983277591973244,0.18896321070234115,0.651505016722408,0.06321070234113713,0.4983277591973244
42.0,705,189.8567375886525,73.0,460.0,4.013134751773049,1.68,62.68213182815284,60.98498271002389,95.84236986022208,31.01529191477385,137.4605943154885,52.08758784713016,220.7423644291649,0.6755280450170249,0.7701932812942729,0.5531364296333542,0.0015498859273356392,0.550354609929078,0.0524822695035461,0.23120567375886525,0.032624113475177303,0.550354609929078,0.0524822695035461,0.23120567375886525,0.032624113475177303
43.0,3560,43.994662921348315,18.0,105.0,1.5266797752808987,0.66,60.71094654011702,55.260675721477995,101.89409239308418,31.378914076621452,37.542736268295116,21.469862810316883,60.14519044677466,0.7279764621905139,0.7973071636215419,0.6679668459382307,0.0011093646613712458,0.24859550561797752,0.0643258426966292,0.2842696629213483,0.06151685393258427,0.24859550561797752,0.0643258426966292,0.2842696629213483,0.06151685393258427
44.0,8642,18.077528349919,6.0,29.0,0.8272298079148346,0.24,111.88854389868825,107.84614860689419,174.17052449999292,51.64340538987397,31.01103676582025,13.111984120921978,45.0343022838051,0.7679506079667907,0.8414455302708853,0.6913211535407263,0.0010754290814908036,0.054385558898403144,0.452557278407776,0.09268687803749132,0.4168016662809535,0.054385558898403144,0.452557278407776,0.09268687803749132,0.4168016662809535
45.0,4341,38.63810181985718,17.0,92.0,1.3528219304307765,0.66,74.51120175878982,71.6659528876368,115.3050834162954,33.74686334614708,51.89249114479202,25.899199972051527,72.64477492927878,0.7603776466028602,0.8393288499760208,0.6265874221253871,0.001270159454298529,0.22805805114029026,0.11817553559087768,0.15618521078092606,0.11402902557014513,0.22805805114029026,0.11817553559087768,0.15618521078092606,0.11402902557014513
46.0,396,360.58838383838383,236.5,748.5,7.822020202020202,6.65,27.20346521715393,10.924793552137977,75.80234351878642,30.720462926715634,32.75824118229309,10.816603013835131,137.69566792082168,0.2997019905828579,0.19202253391073834,0.5458008335856311,0.001466848009136882,0.7095959595959596,0.03535353535353535,0.7803030303030303,0.020202020202020204,0.7095959595959596,0.03535353535353535,0.7803030303030303,0.020202020202020204
47.0,214,174.0981308411215,36.5,733.1,3.960280373831776,1.06,64.01651786294578,53.11566222314505,129.88712340379047,44.7839426246827,35.57825321365067,11.8453035267511,147.536371038949,0.4383833723651091,0.3909506015665856,0.5303640363941409,0.001730169104739203,0.4485981308411215,0.14485981308411214,0.3644859813084112,0.09813084112149532,0.4485981308411215,0.14485981308411214,0.3644859813084112,0.09813084112149532
48.0,2067,81.25544267053701,19.0,194.4000000000001,2.2563231736816642,0.7,86.93076913738034,83.01074540345675,143.9510371581991,45.86282618947159,54.2940613391771,17.41255672900873,104.38021641552523,0.6105742121415741,0.6587629484838293,0.6606580814805164,0.001179091464009823,0.3130140299951621,0.27527818093855827,0.17561683599419448,0.21867440735365265,0.3130140299951621,0.27527818093855827,0.17561683599419448,0.21867440735365265
49.0,2651,64.24783100716711,13.0,137.0,2.0651452282157674,0.56,81.63273638360458,83.2644210329877,135.51213707623816,45.57675541522149,39.580467793598736,15.903957661327176,72.52322544443517,0.6656742415134428,0.7574030068963817,0.6185598269483045,0.0014742247168797462,0.2123726895511128,0.24443606186344777,0.21840814786872878,0.23387400980761977,0.2123726895511128,0.24443606186344777,0.21840814786872878,0.23387400980761977
5.0,4105,41.827283800243606,7.0,65.0,1.1070158343483556,0.2,138.2529638925976,138.18010764309545,221.9315320849349,67.45134548637034,27.520646633048404,14.808094516130575,57.458466084427904,0.6733519054983564,0.7393552127638997,0.6007738394383515,0.0014158921401508104,0.1215590742996346,0.6358099878197321,0.10889159561510353,0.535931790499391,0.1215590742996346,0.6358099878197321,0.10889159561510353,0.535931790499391
50.0,13549,12.232268064063769,5.0,28.0,0.670235441730017,0.24,44.27017465299299,34.63989303820892,78.41008373677204,26.498247550645228,10.271994222568484,4.273160476958459,17.345856306448102,0.7046640997005026,0.7880761781286891,0.5618480842491463,0.0009388743420756134,0.0445789357148129,0.023248948261864345,0.4744261569119492,0.02273230496715625,0.0445789357148129,0.023248948261864345,0.4744261569119492,0.02273230496715625
51.0,5711,29.32148485379093,9.0,63.0,1.1279565750306426,0.4,88.73092994755628,85.95853758511967,139.21454416980868,42.494314406747115,38.79314742605355,16.73378915944061,58.98362948162352,0.7462737957938067,0.8174293499430556,0.6858016224667417,0.001149115234577505,0.13587812992470671,0.2601996147784976,0.13097531080371214,0.242339345123446,0.13587812992470671,0.2601996147784976,0.13097531080371214,0.242339345123446
52.0,230,329.02608695652174,204.0,747.0,7.105130434782609,5.24,26.28537038804493,12.54961500285189,59.77994181361231,25.15594186651663,34.91307594826825,5.9421245123478705,127.62572975648324,0.3156163252587913,0.17755079466125728,0.5662315051174454,0.0018495002859343008,0.6869565217391305,0.008695652173913044,0.7869565217391304,0.008695652173913044,0.6869565217391305,0.008695652173913044,0.7869565217391304,0.008695652173913044
53.0,2646,64.13567649281936,15.0,151.5,1.9872260015117158,0.6,51.26842648196866,48.89857170963566,84.12050371134322,26.561708327712836,23.557533641599953,12.315792905595849,54.084978639548005,0.6135934143217924,0.6389483354179941,0.6721865764847872,0.0010478709652429043,0.26266061980347694,0.02040816326530612,0.3325774754346183,0.01927437641723356,0.26266061980347694,0.02040816326530612,0.3325774754346183,0.01927437641723356
54.0,1298,130.03389830508473,11.0,498.8999999999994,3.0380893682588597,0.34,90.9164135189732,86.11005357431556,174.90526734863,61.950709060203764,21.31497501776745,10.508879010641941,78.58574519283246,0.5295866658756766,0.5686032081771919,0.5584087859741659,0.0017426871321113329,0.27889060092449924,0.3921417565485362,0.3081664098613251,0.2942989214175655,0.27889060092449924,0.3921417565485362,0.3081664098613251,0.2942989214175655
55.0,7689,21.879958382104306,8.0,48.0,0.8780101443620757,0.32,84.30435918423528,80.66128046371647,134.73435107463393,40.235488569778106,28.42219270700531,13.368768021986524,43.33547278367621,0.7374950964347221,0.8059293630785125,0.6524550752491391,0.0010312338725556838,0.09650149564312654,0.2213551827285733,0.14540252308492652,0.20613863961503445,0.09650149564312654,0.2213551827285733,0.14540252308492652,0.20613863961503445
56.0,6474,26.53738029039234,11.0,64.0,1.0853969725054062,0.48,66.74560583946649,63.488887748230404,102.54014204130672,29.536569073033895,33.959216027209635,16.413295990835934,50.02904670059574,0.7464966928109376,0.8257806589557477,0.6968061640328093,0.001067501724244854,0.13948100092678406,0.06271238801359283,0.18427556379363608,0.06039542786530738,0.13948100092678406,0.06271238801359283,0.18427556379363608,0.06039542786530738
57.0,1391,121.23220704529116,30.0,441.0,3.0447591660675775,1.02,66.49882222370407,60.93196765572341,124.42493808185941,43.32219536926399,35.3492095033514,14.48286947032961,97.4934040939889,0.49480221028517263,0.4970259700315976,0.6286538157427813,0.001189540644103372,0.409058231488138,0.14378145219266714,0.3098490294751977,0.10783608914450037,0.409058231488138,0.14378145219266714,0.3098490294751977,0.10783608914450037
58.0,2621,64.64822586798931,18.0,166.0,1.7846776039679513,0.58,81.92987430780245,76.97471767016668,128.19883976168663,37.80893810430072,48.78141484124093,19.91222258843365,92.93076812047606,0.6468191377622357,0.6877268418221048,0.6093096917838534,0.0013803176437390992,0.289202594429607,0.1995421594811141,0.13429988553987027,0.161007249141549,0.289202594429607,0.1995421594811141,0.13429988553987027,0.161007249141549
59.0,4226,40.27543776620918,10.0,95.0,1.3052389966871745,0.37,94.3808860423134,91.41387780928426,152.00845879189396,48.10355322554854,29.46052063551789,14.925838507810774,59.68734807329919,0.6450691043108051,0.6780234053736126,0.6764071541976817,0.0012293748325020134,0.1722669190724089,0.35186938002839563,0.14884051112162802,0.2957879791765263,0.1722669190724089,0.35186938002839563,0.14884051112162802,0.2957879791765263
6.0,3761,43.06806700345653,7.0,117.0,1.3426269609146504,0.28,48.68271680821762,34.760741931054255,100.57589025159004,36.09404074626011,12.716212170200494,5.492692897585627,28.858921631175395,0.6372314612023542,0.6994159109092081,0.593941149690768,0.0008853606454129807,0.18186652486040947,0.0600904014889657,0.45493219888327574,0.05769742089869716,0.18186652486040947,0.0600904014889657,0.45493219888327574,0.05769742089869716
60.0,466,203.34978540772534,101.0,506.0,4.350815450643777,2.46,60.750462760653086,48.176611511559116,130.47930219447602,46.794881375025504,46.297682540617494,12.254176221308906,170.76850919262256,0.36134757328165784,0.2776967342762606,0.591169963598097,0.0020468899929718793,0.6072961373390557,0.1759656652360515,0.4206008583690987,0.045064377682403435,0.6072961373390557,0.1759656652360515,0.4206008583690987,0.045064377682403435
61.0,10172,16.407196224931184,6.0,34.0,0.7113841918993314,0.24,102.67811545149998,95.97844906133328,164.5592820012446,48.11748331410358,28.20854711331525,12.214162527492967,40.87462609237025,0.760456522438688,0.8266131629036385,0.6931510930212846,0.0008665379053539135,0.05878883208808494,0.35882815572158866,0.09535981124655918,0.33179315768777035,0.05878883208808494,0.35882815572158866,0.09535981124655918,0.33179315768777035
62.0,8633,19.305687478281016,7.0,44.0,0.8817583690489981,0.32,82.83245977480686,78.51823961036473,134.5636664494634,41.96580623207206,28.796640301211298,11.73134417297355,42.63178450890404,0.742682976609623,0.8163925270511442,0.7087556816428202,0.0009025859256550482,0.08513842233290861,0.20688057453955752,0.16448511525541526,0.19471794277771343,0.08513842233290861,0.20688057453955752,0.16448511525541526,0.19471794277771343
63.0,1177,142.53865760407817,45.0,447.00000000000045,3.828768054375531,1.78,41.141023441630146,16.35376624782571,101.11906107044327,41.364773331991216,30.379316102718725,7.9829846385041074,70.15341185840127,0.4529889689889378,0.4172037962774244,0.6558737429302351,0.0011507564981268223,0.48853016142735767,0.07306711979609176,0.5581988105352591,0.06796941376380629,0.48853016142735767,0.07306711979609176,0.5581988105352591,0.06796941376380629
64.0,7075,23.579363957597174,9.0,58.0,1.0535321554770318,0.44,77.52125496197984,75.18531456855504,119.05653690764998,36.021345549511004,39.98303772154553,14.548283557714871,54.312712273993704,0.7748213381547269,0.8602269286303723,0.7078055941507314,0.0009313887278167031,0.12381625441696113,0.13187279151943462,0.14798586572438163,0.127208480565371,0.12381625441696113,0.13187279151943462,0.14798586572438163,0.127208480565371
65.0,11339,16.08043037304877,6.0,35.0,0.7751600670253109,0.26,80.93666832432187,71.29791466721602,141.2386761752201,45.810762306023975,22.576148804871803,9.242847476378886,34.53342849324105,0.744869128552608,0.8261603489919569,0.6710528229615532,0.0010328005584155288,0.06270394214657377,0.2049563453567334,0.1897874592115707,0.19305053355675103,0.06270394214657377,0.2049563453567334,0.1897874592115707,0.19305053355675103
66.0,1542,110.52853437094683,17.5,323.8000000000002,2.8090920881971466,0.62,71.12949155238567,67.03211188135833,137.9835428904288,49.89008413511483,35.234877156213,12.628292842389875,79.24782419393556,0.5720480006835671,0.5889078403253456,0.6086200615495518,0.001126956259032895,0.3203631647211414,0.22114137483787288,0.3404669260700389,0.19714656290531776,0.3203631647211414,0.22114137483787288,0.3404669260700389,0.19714656290531776
67.0,9100,18.305164835164835,7.0,43.0,0.8794175824175824,0.36,84.0327191707002,78.96758393670007,135.5452710909508,41.729336698394604,35.165897530207616,14.332406614786692,47.36277456352535,0.7857011436673215,0.8633019236735335,0.7040327597604156,0.0008973426569703612,0.08472527472527472,0.21076923076923076,0.14527472527472526,0.20417582417582417,0.08472527472527472,0.21076923076923076,0.14527472527472526,0.20417582417582417
68.0,1896,89.70411392405063,20.0,257.5,2.064789029535865,0.54,83.33075724962663,79.1818891280148,145.96319902525548,50.444635803016055,45.65006623299783,16.32983069636757,107.68296457465158,0.5727424038667741,0.5633197728559194,0.5512968273263115,0.001226893191397565,0.3280590717299578,0.3032700421940928,0.25316455696202533,0.21255274261603377,0.3280590717299578,0.3032700421940928,0.25316455696202533,0.21255274261603377
69.0,14095,11.915147215324582,5.0,27.0,0.8213068463994324,0.34,79.2418503520199,67.6641724298922,138.57590645984402,45.949804198838784,26.304230948725067,9.599488382156872,36.97873157843029,0.7620357924493144,0.8542386996117055,0.7066107979062769,0.0009918723594118158,0.040652713728272435,0.1828307910606598,0.18893224547711954,0.1727562965590635,0.040652713728272435,0.1828307910606598,0.18893224547711954,0.1727562965590635
7.0,266,369.2368421052632,83.0,1035.0,8.738796992481204,3.75,24.632087401715783,9.110857106922008,23.322492974752,69.99718287280547,11.251832976922895,4.702724968958988,90.32106889160983,0.2620163611152187,0.1552043758885626,0.4915370931516828,0.0014630968422669332,0.6127819548872181,0.03007518796992481,0.9172932330827067,0.03007518796992481,0.6127819548872181,0.03007518796992481,0.9172932330827067,0.03007518796992481
