id,video,video_n_tracks,video_mean_track_frames,video_median_track_frames,video_p90_track_frames,video_mean_duration_s,video_median_duration_s,video_mean_speed_px_s,video_median_speed_px_s,video_p90_speed_px_s,video_speed_std_px_s,video_mean_displacement_px,video_median_displacement_px,video_mean_path_length_px,video_mean_straightness,video_median_straightness,video_mean_confidence,video_mean_area_norm,video_long_track_ratio_x,video_fast_track_ratio_x,video_low_movement_track_ratio_x,video_progressive_like_ratio_x,video_long_track_ratio_y,video_fast_track_ratio_y,video_low_movement_track_ratio_y,video_progressive_like_ratio_y,video_key
11,11.0,548.0,308.8211678832117,55.0,1187.5,6.786240875912409,1.86,56.40618123307596,20.78044705824678,149.0734176027942,59.03323488657474,32.61861359136658,10.28328939206392,122.08922627433732,0.4032796065221483,0.3567331699470117,0.5644507334965783,0.0011392867341091,0.5127737226277372,0.1715328467153284,0.5401459854014599,0.1386861313868613,0.5127737226277372,0.1715328467153284,0.5401459854014599,0.1386861313868613,11.0
12,12.0,2702.0,54.4300518134715,13.0,110.0,1.2315840118430792,0.32,152.23962518181756,156.69492114553577,213.81110053614972,55.03705005859411,44.84305800635118,23.702809463511784,123.58973003521822,0.6105525383546906,0.6484455968100733,0.5739478730750185,0.0017931304949649,0.2165062916358253,0.7627683197631384,0.0477424130273871,0.5214655810510733,0.2165062916358253,0.7627683197631384,0.0477424130273871,0.5214655810510733,12.0
13,13.0,460.0,369.1695652173913,138.0,1472.8000000000002,7.728695652173914,3.04,54.005838085390174,38.21006114825301,110.19494055208196,41.19036147889104,70.14670908754039,23.026624211512782,220.1669802130742,0.4384958441220127,0.3863230852581609,0.605753018579687,0.0014222118844649,0.6630434782608695,0.1,0.4717391304347826,0.067391304347826,0.6630434782608695,0.1,0.4717391304347826,0.067391304347826,13.0
14,14.0,111.0,238.75675675675677,64.0,764.0,5.212072072072072,1.6,81.41405593102684,82.3262763277651,160.53960484589064,65.12301633507965,37.939143557280026,16.699217788075252,301.1322740550821,0.4112249544706164,0.3544094734577319,0.5528037091226167,0.0017564423309907,0.5405405405405406,0.2972972972972973,0.3423423423423423,0.1531531531531531,0.5405405405405406,0.2972972972972973,0.3423423423423423,0.1531531531531531,14.0
15,15.0,337.0,270.6646884272997,106.0,769.0,5.972344213649852,2.98,49.558111129433776,29.28622863017802,119.7746545935464,45.54628209615564,45.93809158132496,4.778976276913987,155.4780420844002,0.3538290922856682,0.2515151239335775,0.5715891913811116,0.0012073862358207,0.5727002967359051,0.142433234421365,0.5281899109792285,0.0830860534124629,0.5727002967359051,0.142433234421365,0.5281899109792285,0.0830860534124629,15.0
16,16.0,16167.0,10.27543761984289,5.0,22.0,0.7203847343353744,0.28,69.29946538220143,59.17443119701159,124.8545193282805,41.77470620142188,21.342252172049253,7.191474250081456,28.548818989753265,0.7772306322096811,0.8830446612044767,0.6706077774890212,0.0008216258390622,0.028391167192429,0.1415228551988618,0.2599121667594483,0.1382445722768602,0.028391167192429,0.1415228551988618,0.2599121667594483,0.1382445722768602,16.0
17,17.0,1896.0,88.77215189873418,27.0,206.0,2.244462025316456,0.76,84.52452155106815,82.4252809317703,131.1136720936092,39.90489474057629,69.8279036621632,25.89869800281475,118.34201108927904,0.6787017276615971,0.7358295328810986,0.6602229828626337,0.0010489385200322,0.3771097046413502,0.240506329113924,0.1529535864978903,0.2236286919831223,0.3771097046413502,0.240506329113924,0.1529535864978903,0.2236286919831223,17.0
18,18.0,3353.0,50.28004771846108,10.0,90.80000000000018,1.3099612287503728,0.28,119.39610042612163,119.34633060130032,183.0889971629661,53.80606666521111,34.30125612126526,16.661367583054904,72.94518227204432,0.6612953007651458,0.7303743451898005,0.60667127329858,0.001202877356521,0.163733969579481,0.55741127348643,0.1008052490307187,0.4691321204891142,0.163733969579481,0.55741127348643,0.1008052490307187,0.4691321204891142,18.0
19,19.0,1401.0,86.77587437544611,12.0,176.0,2.169478943611706,0.38,86.01043323699166,80.48200116693793,153.33469048878908,51.18424177923365,33.464617930522486,11.467776171140194,82.5219510616024,0.5807841812711717,0.6184069728288224,0.5434223609642883,0.0016211965839005,0.2683797287651677,0.2983583154889365,0.2312633832976445,0.2519628836545324,0.2683797287651677,0.2983583154889365,0.2312633832976445,0.2519628836545324,19.0
20,20.0,5974.0,28.067291596919983,7.0,49.0,0.9916103113491798,0.24,100.04982212722928,97.60941387976524,160.69761225365687,48.41698451255474,24.334958031889457,12.552065743180007,44.06713120377503,0.6977761329371696,0.7614077030453663,0.689253451383064,0.0009836030047084,0.0975895547371945,0.3741211918312688,0.1196853029795781,0.3287579511215266,0.0975895547371945,0.3741211918312688,0.1196853029795781,0.3287579511215266,20.0
21,21.0,1128.0,116.41932624113475,18.0,477.3000000000008,2.530709219858156,0.44,109.18760708552745,115.62302905701054,182.4957143356401,62.71690964447724,45.96060125444068,17.998983700873282,115.55342756795312,0.5569232772656231,0.5819878371773777,0.6082102968612214,0.001195266450824,0.3386524822695035,0.5195035460992907,0.2047872340425532,0.3953900709219858,0.3386524822695035,0.5195035460992907,0.2047872340425532,0.3953900709219858,21.0
22,22.0,265.0,297.2641509433962,48.0,1452.6,6.318641509433962,1.3,66.1099608851493,62.45459724278426,126.23140955680532,46.82541838847454,65.16779437742322,15.050818104935514,218.961447651944,0.5132448586697604,0.5509918793971524,0.5483896929924985,0.0013159431853576,0.4943396226415094,0.1773584905660377,0.3735849056603773,0.1433962264150943,0.4943396226415094,0.1773584905660377,0.3735849056603773,0.1433962264150943,22.0
23,23.0,91.0,288.46153846153845,133.0,758.0,6.26989010989011,4.14,48.64106106726472,38.55913421925752,99.4902309129113,38.519411641631386,63.73947935888849,5.675688088571724,216.89647225219417,0.3722500065174652,0.304805437343449,0.5466543988635421,0.001674570257173,0.6153846153846154,0.0549450549450549,0.4945054945054945,0.0439560439560439,0.6153846153846154,0.0549450549450549,0.4945054945054945,0.0439560439560439,23.0
24,24.0,871.0,194.2227324913892,24.0,781.0,4.142824339839265,0.62,93.39766770827212,100.4664793696462,157.93086117319754,55.18349198430688,47.5026051640858,19.4004997893465,126.70062910845267,0.5377210962582731,0.5666339073811522,0.6020771362022856,0.0012383442317654,0.3742824339839265,0.4431687715269805,0.2433983926521239,0.322617680826636,0.3742824339839265,0.4431687715269805,0.2433983926521239,0.322617680826636,24.0
25,25.0,9272.0,18.080241587575497,7.0,42.0,0.8849805867126834,0.32,73.02907692567595,63.72351810546826,128.18694330964416,41.685354027219326,23.09110406984174,10.165826694032004,35.64070911971897,0.7374253733376829,0.8094164621778313,0.7141355674335795,0.0009362361382429,0.0795944779982743,0.1478645383951682,0.2167817083692838,0.1382657463330457,0.0795944779982743,0.1478645383951682,0.2167817083692838,0.1382657463330457,25.0
26,26.0,16503.0,10.205962552263223,5.0,21.0,0.6521202205659578,0.24,82.26916913094034,74.68808127295387,133.85857947941813,42.02731265424418,24.506363445947645,8.094099690841675,32.67689957522313,0.7983353408369434,0.8941545206329196,0.6630853413974296,0.0009272394954154,0.0284796703629643,0.1842089317093861,0.139671574865176,0.1782706174634915,0.0284796703629643,0.1842089317093861,0.139671574865176,0.1782706174634915,26.0
27,27.0,17815.0,9.399943867527364,5.0,20.0,0.7872859949480775,0.32,85.39464720576281,76.95690660155037,145.7432093755164,47.17079723114074,28.183754997503776,9.045964847656892,36.880491070925935,0.7903660250983645,0.8910270930847303,0.709400710586148,0.0008659939670783,0.0260454673028346,0.23345495369071,0.1701375245579567,0.2231827111984282,0.0260454673028346,0.23345495369071,0.1701375245579567,0.2231827111984282,27.0
28,28.0,2625.0,63.99504761904762,9.0,139.5999999999999,1.979649523809524,0.32,92.10637934706664,91.97140158610338,166.55180274310675,59.83362367669486,30.306356055923,11.75828672300124,58.213464439766646,0.650646080019658,0.7247821367388307,0.6776511150082796,0.0011451110537298,0.1935238095238095,0.3641904761904762,0.2392380952380952,0.3302857142857143,0.1935238095238095,0.3641904761904762,0.2392380952380952,0.3302857142857143,28.0
29,29.0,32.0,466.25,446.5,770.0,9.5975,9.02,38.34041838219485,19.65795336948675,94.88540703163548,37.01484715422542,21.44038840183154,2.19696569626022,248.09801399792448,0.1674035980673064,0.053977447745438,0.6419895002397389,0.001752573697954,0.84375,0.0,0.65625,0.0,0.84375,0.0,0.65625,0.0,29.0
30,30.0,610.0,133.79180327868852,12.0,365.2000000000001,2.8378032786885243,0.3,112.85492411595853,102.5659990038395,206.8677885212381,71.95528279733958,34.954180708531,15.59402243134133,135.9758233538664,0.5795324389821133,0.5994543259953093,0.5438621730735611,0.0016628914598775,0.2868852459016393,0.4573770491803278,0.2032786885245901,0.3295081967213115,0.2868852459016393,0.4573770491803278,0.2032786885245901,0.3295081967213115,30.0
31,31.0,19181.0,8.656118033470621,4.0,18.0,0.5758083520150149,0.2,55.61956134550824,46.35186821199383,95.7293006476757,31.236593132834116,13.38979342691944,4.7312757375723615,19.28522459632363,0.7676211594831833,0.874243560449792,0.5769469948060838,0.0009111888222847,0.0213231844012303,0.0492675043011313,0.3205776549710651,0.0486418851988947,0.0213231844012303,0.0492675043011313,0.3205776549710651,0.0486418851988947,31.0
32,32.0,4454.0,38.1418949259093,13.0,94.0,1.2917242927705437,0.46,91.9785197232867,87.36707391325461,144.89051762516166,41.8883713561939,52.99514071677473,20.379497358753703,75.67542796955914,0.7535593850964969,0.8276827537177747,0.6393185125084525,0.0011847088512261,0.192860350246969,0.2687471935339021,0.1138302649303996,0.2471935339021104,0.192860350246969,0.2687471935339021,0.1138302649303996,0.2471935339021104,32.0
33,33.0,3075.0,55.15577235772358,16.0,133.0,1.6762146341463413,0.6,79.56713596318761,75.02868581194514,121.86599372190922,33.22650275025021,55.76961146537451,24.3005542514682,89.19367839241862,0.7168788388262088,0.7670556892763896,0.6504744622349884,0.0010856848048746,0.2666666666666666,0.1518699186991869,0.1115447154471544,0.1307317073170731,0.2666666666666666,0.1518699186991869,0.1115447154471544,0.1307317073170731,33.0
34,34.0,2008.0,84.95766932270917,10.0,225.5999999999999,2.345886454183267,0.36,99.42552999655584,92.7546230216119,184.41138382536485,65.48566774086862,35.836725787744776,13.670890172287317,77.7979015473039,0.6232345746761299,0.6513869810641075,0.6562272203779378,0.0011762971309186,0.2544820717131474,0.3735059760956175,0.2250996015936255,0.3112549800796813,0.2544820717131474,0.3735059760956175,0.2250996015936255,0.3112549800796813,34.0
35,35.0,516.0,334.1821705426357,65.5,1159.0,7.299379844961241,1.87,62.906918598685486,35.24169694862469,147.81880058605802,56.1936659666269,38.52438360442975,12.005983597662182,184.82119600846045,0.3617391968527495,0.2694692721913154,0.5973675203594672,0.0027063886387093,0.5251937984496124,0.1996124031007752,0.4728682170542636,0.1027131782945736,0.5251937984496124,0.1996124031007752,0.4728682170542636,0.1027131782945736,35.0
36,36.0,483.0,354.7080745341615,117.0,1387.2000000000005,7.54120082815735,2.94,41.666037510548506,21.922006682397036,91.36449868055034,34.77603306874809,50.969021809556914,7.697666551489463,175.46337014809995,0.3697130046889744,0.292932171056917,0.5776861842945336,0.0011478172861326,0.5962732919254659,0.0372670807453416,0.5714285714285714,0.0269151138716356,0.5962732919254659,0.0372670807453416,0.5714285714285714,0.0269151138716356,36.0
37,37.0,8366.0,20.230576141525223,6.0,44.0,0.8884221850346641,0.26,88.67182251774268,85.35325515396147,149.53609352007837,48.12135211774009,27.412171910730518,10.331794741225922,40.90715702346873,0.742686072522446,0.8202627339056342,0.6672455335683974,0.0009192628547893,0.0874970117140808,0.2933301458283529,0.1797752808988764,0.2779105904852976,0.0874970117140808,0.2933301458283529,0.1797752808988764,0.2779105904852976,37.0
38,38.0,388.0,163.7963917525773,35.0,398.90000000000015,3.5571649484536083,0.85,90.62265563163724,94.76585762860068,144.1141074527851,48.21998096342512,59.87791572273103,19.74037077701022,168.90774724356945,0.5212786693728492,0.5375764185830754,0.5505612032608389,0.0019038454926428,0.4484536082474227,0.3685567010309278,0.2010309278350515,0.25,0.4484536082474227,0.3685567010309278,0.2010309278350515,0.25,38.0
39,39.0,7629.0,21.92462970245117,8.0,43.0,0.8358264516974703,0.28,122.8467847371281,120.73544095951404,189.64264614388944,54.932151935526576,36.6204807984532,16.953752756278288,55.46788717080538,0.7492767911422499,0.8205575886543863,0.639802989528957,0.0011546548838241,0.0840214969196487,0.5439769301350111,0.0882160178267138,0.4977061213789487,0.0840214969196487,0.5439769301350111,0.0882160178267138,0.4977061213789487,39.0
40,40.0,1878.0,89.52502662406816,25.0,221.0,1.9980298189563368,0.61,98.09066587428669,98.86886551237592,154.016118053017,47.80481596969039,46.86888754672699,21.80383801791974,127.21506131057768,0.5617220937251229,0.5744938058067957,0.5470682592053392,0.0014171370536071,0.3615548455804047,0.4329073482428115,0.1592119275825346,0.2992545260915868,0.3615548455804047,0.4329073482428115,0.1592119275825346,0.2992545260915868,40.0
41,41.0,2990.0,49.32107023411371,15.0,95.0,1.1536321070234117,0.36,126.39235751285293,125.9732582592415,180.73164221194588,47.11406635237208,37.77570562559621,23.95489121410945,86.65344678703951,0.6335485367833955,0.6639014280150162,0.5801746892144407,0.001245674079867,0.1889632107023411,0.651505016722408,0.0632107023411371,0.4983277591973244,0.1889632107023411,0.651505016722408,0.0632107023411371,0.4983277591973244,41.0
42,42.0,705.0,189.8567375886525,73.0,460.0,4.013134751773049,1.68,62.68213182815284,60.98498271002389,95.84236986022208,31.01529191477385,137.4605943154885,52.08758784713016,220.7423644291649,0.6755280450170249,0.7701932812942729,0.5531364296333542,0.0015498859273356,0.550354609929078,0.0524822695035461,0.2312056737588652,0.0326241134751773,0.550354609929078,0.0524822695035461,0.2312056737588652,0.0326241134751773,42.0
43,43.0,3560.0,43.99466292134832,18.0,105.0,1.5266797752808987,0.66,60.71094654011702,55.260675721478,101.89409239308418,31.37891407662145,37.54273626829512,21.469862810316883,60.14519044677466,0.7279764621905139,0.7973071636215419,0.6679668459382307,0.0011093646613712,0.2485955056179775,0.0643258426966292,0.2842696629213483,0.0615168539325842,0.2485955056179775,0.0643258426966292,0.2842696629213483,0.0615168539325842,43.0
44,44.0,8642.0,18.077528349919,6.0,29.0,0.8272298079148346,0.24,111.88854389868824,107.8461486068942,174.17052449999292,51.64340538987397,31.01103676582025,13.111984120921978,45.0343022838051,0.7679506079667907,0.8414455302708853,0.6913211535407263,0.0010754290814908,0.0543855588984031,0.452557278407776,0.0926868780374913,0.4168016662809535,0.0543855588984031,0.452557278407776,0.0926868780374913,0.4168016662809535,44.0
45,45.0,4341.0,38.63810181985718,17.0,92.0,1.3528219304307765,0.66,74.51120175878982,71.6659528876368,115.3050834162954,33.74686334614708,51.89249114479202,25.899199972051527,72.64477492927878,0.7603776466028602,0.8393288499760208,0.6265874221253871,0.0012701594542985,0.2280580511402902,0.1181755355908776,0.156185210780926,0.1140290255701451,0.2280580511402902,0.1181755355908776,0.156185210780926,0.1140290255701451,45.0
46,46.0,396.0,360.58838383838383,236.5,748.5,7.822020202020202,6.65,27.20346521715393,10.924793552137976,75.80234351878642,30.720462926715637,32.75824118229309,10.816603013835133,137.69566792082168,0.2997019905828579,0.1920225339107383,0.5458008335856311,0.0014668480091368,0.7095959595959596,0.0353535353535353,0.7803030303030303,0.0202020202020202,0.7095959595959596,0.0353535353535353,0.7803030303030303,0.0202020202020202,46.0
47,47.0,214.0,174.0981308411215,36.5,733.1,3.960280373831776,1.06,64.01651786294578,53.11566222314505,129.88712340379047,44.7839426246827,35.57825321365067,11.8453035267511,147.536371038949,0.4383833723651091,0.3909506015665856,0.5303640363941409,0.0017301691047392,0.4485981308411215,0.1448598130841121,0.3644859813084112,0.0981308411214953,0.4485981308411215,0.1448598130841121,0.3644859813084112,0.0981308411214953,47.0
48,48.0,2067.0,81.25544267053701,19.0,194.4000000000001,2.256323173681664,0.7,86.93076913738034,83.01074540345675,143.9510371581991,45.86282618947159,54.2940613391771,17.41255672900873,104.38021641552524,0.6105742121415741,0.6587629484838293,0.6606580814805164,0.0011790914640098,0.3130140299951621,0.2752781809385582,0.1756168359941944,0.2186744073536526,0.3130140299951621,0.2752781809385582,0.1756168359941944,0.2186744073536526,48.0
49,49.0,2651.0,64.24783100716711,13.0,137.0,2.0651452282157674,0.56,81.63273638360458,83.2644210329877,135.51213707623816,45.57675541522149,39.580467793598736,15.903957661327176,72.52322544443517,0.6656742415134428,0.7574030068963817,0.6185598269483045,0.0014742247168797,0.2123726895511128,0.2444360618634477,0.2184081478687287,0.2338740098076197,0.2123726895511128,0.2444360618634477,0.2184081478687287,0.2338740098076197,49.0
50,50.0,13549.0,12.232268064063769,5.0,28.0,0.670235441730017,0.24,44.27017465299299,34.63989303820892,78.41008373677204,26.498247550645228,10.271994222568484,4.273160476958459,17.345856306448102,0.7046640997005026,0.7880761781286891,0.5618480842491463,0.0009388743420756,0.0445789357148129,0.0232489482618643,0.4744261569119492,0.0227323049671562,0.0445789357148129,0.0232489482618643,0.4744261569119492,0.0227323049671562,50.0
51,51.0,5711.0,29.32148485379093,9.0,63.0,1.1279565750306426,0.4,88.73092994755628,85.95853758511967,139.21454416980868,42.49431440674712,38.79314742605355,16.73378915944061,58.98362948162352,0.7462737957938067,0.8174293499430556,0.6858016224667417,0.0011491152345775,0.1358781299247067,0.2601996147784976,0.1309753108037121,0.242339345123446,0.1358781299247067,0.2601996147784976,0.1309753108037121,0.242339345123446,51.0
52,52.0,230.0,329.02608695652174,204.0,747.0,7.105130434782609,5.24,26.28537038804493,12.54961500285189,59.77994181361231,25.15594186651663,34.91307594826825,5.942124512347871,127.62572975648324,0.3156163252587913,0.1775507946612572,0.5662315051174454,0.0018495002859343,0.6869565217391305,0.008695652173913,0.7869565217391304,0.008695652173913,0.6869565217391305,0.008695652173913,0.7869565217391304,0.008695652173913,52.0
53,53.0,2646.0,64.13567649281936,15.0,151.5,1.987226001511716,0.6,51.26842648196866,48.89857170963566,84.12050371134322,26.56170832771284,23.557533641599957,12.315792905595847,54.084978639548005,0.6135934143217924,0.6389483354179941,0.6721865764847872,0.0010478709652429,0.2626606198034769,0.0204081632653061,0.3325774754346183,0.0192743764172335,0.2626606198034769,0.0204081632653061,0.3325774754346183,0.0192743764172335,53.0
54,54.0,1298.0,130.03389830508473,11.0,498.8999999999994,3.03808936825886,0.34,90.9164135189732,86.11005357431556,174.90526734863,61.95070906020376,21.31497501776745,10.50887901064194,78.58574519283246,0.5295866658756766,0.5686032081771919,0.5584087859741659,0.0017426871321113,0.2788906009244992,0.3921417565485362,0.3081664098613251,0.2942989214175655,0.2788906009244992,0.3921417565485362,0.3081664098613251,0.2942989214175655,54.0
55,55.0,7689.0,21.879958382104306,8.0,48.0,0.8780101443620757,0.32,84.30435918423528,80.66128046371647,134.7343510746339,40.235488569778106,28.42219270700531,13.368768021986524,43.33547278367621,0.7374950964347221,0.8059293630785125,0.6524550752491391,0.0010312338725556,0.0965014956431265,0.2213551827285733,0.1454025230849265,0.2061386396150344,0.0965014956431265,0.2213551827285733,0.1454025230849265,0.2061386396150344,55.0
56,56.0,6474.0,26.53738029039234,11.0,64.0,1.0853969725054062,0.48,66.74560583946649,63.4888877482304,102.54014204130672,29.536569073033892,33.959216027209635,16.413295990835934,50.02904670059574,0.7464966928109376,0.8257806589557477,0.6968061640328093,0.0010675017242448,0.139481000926784,0.0627123880135928,0.184275563793636,0.0603954278653073,0.139481000926784,0.0627123880135928,0.184275563793636,0.0603954278653073,56.0
57,57.0,1391.0,121.23220704529116,30.0,441.0,3.044759166067577,1.02,66.49882222370407,60.93196765572341,124.4249380818594,43.32219536926399,35.3492095033514,14.48286947032961,97.4934040939889,0.4948022102851726,0.4970259700315976,0.6286538157427813,0.0011895406441033,0.409058231488138,0.1437814521926671,0.3098490294751977,0.1078360891445003,0.409058231488138,0.1437814521926671,0.3098490294751977,0.1078360891445003,57.0
58,58.0,2621.0,64.64822586798931,18.0,166.0,1.7846776039679513,0.58,81.92987430780245,76.97471767016668,128.19883976168663,37.80893810430072,48.78141484124093,19.91222258843365,92.93076812047606,0.6468191377622357,0.6877268418221048,0.6093096917838534,0.001380317643739,0.289202594429607,0.1995421594811141,0.1342998855398702,0.161007249141549,0.289202594429607,0.1995421594811141,0.1342998855398702,0.161007249141549,58.0
59,59.0,4226.0,40.27543776620918,10.0,95.0,1.3052389966871745,0.37,94.3808860423134,91.41387780928426,152.00845879189396,48.10355322554854,29.46052063551789,14.925838507810774,59.68734807329919,0.6450691043108051,0.6780234053736126,0.6764071541976817,0.001229374832502,0.1722669190724089,0.3518693800283956,0.148840511121628,0.2957879791765263,0.1722669190724089,0.3518693800283956,0.148840511121628,0.2957879791765263,59.0
60,60.0,466.0,203.3497854077253,101.0,506.0,4.350815450643777,2.46,60.750462760653086,48.17661151155912,130.47930219447602,46.794881375025504,46.29768254061749,12.254176221308906,170.76850919262256,0.3613475732816578,0.2776967342762606,0.591169963598097,0.0020468899929718,0.6072961373390557,0.1759656652360515,0.4206008583690987,0.0450643776824034,0.6072961373390557,0.1759656652360515,0.4206008583690987,0.0450643776824034,60.0
61,61.0,10172.0,16.407196224931184,6.0,34.0,0.7113841918993314,0.24,102.67811545149998,95.97844906133328,164.5592820012446,48.11748331410358,28.20854711331525,12.214162527492968,40.87462609237025,0.760456522438688,0.8266131629036385,0.6931510930212846,0.0008665379053539,0.0587888320880849,0.3588281557215886,0.0953598112465591,0.3317931576877703,0.0587888320880849,0.3588281557215886,0.0953598112465591,0.3317931576877703,61.0
62,62.0,8633.0,19.305687478281016,7.0,44.0,0.8817583690489981,0.32,82.83245977480686,78.51823961036473,134.5636664494634,41.96580623207206,28.796640301211298,11.73134417297355,42.63178450890404,0.742682976609623,0.8163925270511442,0.7087556816428202,0.000902585925655,0.0851384223329086,0.2068805745395575,0.1644851152554152,0.1947179427777134,0.0851384223329086,0.2068805745395575,0.1644851152554152,0.1947179427777134,62.0
63,63.0,1177.0,142.53865760407817,45.0,447.00000000000045,3.828768054375531,1.78,41.14102344163015,16.35376624782571,101.11906107044328,41.364773331991216,30.379316102718725,7.9829846385041074,70.15341185840127,0.4529889689889378,0.4172037962774244,0.6558737429302351,0.0011507564981268,0.4885301614273576,0.0730671197960917,0.5581988105352591,0.0679694137638062,0.4885301614273576,0.0730671197960917,0.5581988105352591,0.0679694137638062,63.0
64,64.0,7075.0,23.57936395759717,9.0,58.0,1.0535321554770318,0.44,77.52125496197984,75.18531456855504,119.05653690764998,36.021345549511004,39.98303772154553,14.548283557714871,54.3127122739937,0.7748213381547269,0.8602269286303723,0.7078055941507314,0.0009313887278167,0.1238162544169611,0.1318727915194346,0.1479858657243816,0.127208480565371,0.1238162544169611,0.1318727915194346,0.1479858657243816,0.127208480565371,64.0
65,65.0,11339.0,16.08043037304877,6.0,35.0,0.7751600670253109,0.26,80.93666832432187,71.29791466721602,141.2386761752201,45.810762306023975,22.576148804871803,9.242847476378886,34.53342849324105,0.744869128552608,0.8261603489919569,0.6710528229615532,0.0010328005584155,0.0627039421465737,0.2049563453567334,0.1897874592115707,0.193050533556751,0.0627039421465737,0.2049563453567334,0.1897874592115707,0.193050533556751,65.0
